id,street,street_from,street_to,install_year,verify_install_year,verify_install_year_diff,install_type,verify_install_type,road_type,road_type_recode,verify_install_date,verify_install_comment,verify_upgrade1_year,verify_upgrade1_date,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_date,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,geometry_len_km,clean_install_date_raw_count,clean_install_date_type,clean_install_date,clean_install_date_start,clean_install_date_end,clean_install_date_prepost,clean_install_date_notes,clean_upgrade1_date_raw_count,clean_upgrade1_date_type,clean_upgrade1_date,clean_upgrade1_date_start,clean_upgrade1_date_end,clean_upgrade1_date_prepost,clean_upgrade1_date_notes,clean_upgrade2_date_raw_count,clean_upgrade2_date_type,clean_upgrade2_date,clean_upgrade2_date_start,clean_upgrade2_date_end,clean_upgrade2_date_prepost,clean_upgrade2_date_notes,clean_install_semester,clean_upgrade1_semester,clean_upgrade2_semester,geometry_wkb
"514",Danforth Ave,Cambridge Ave,Broadview Ave,"2001","2007","6",Cycle Track,PL,Major Arterial,Arterial,May 2002 - Dec 2005,"sep 2007 SV: https://www.google.ca/maps/@43.6761627,-79.3591034,3a,32.7y,306.94h,79.7t/data=!3m7!1e1!3m5!1sqgV6CD2N8FpWQub_khHe6Q!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu","2017",Mar - Jun 2017,PBL,"Sv sep 2021 2 type of cycle track upgraded from PL: https://www.google.ca/maps/@43.6759036,-79.3605495,3a,75y,73.71h,78.06t/data=!3m7!1e1!3m5!1sdug0qmsR72m6lbRIBOL2_Q!2e0!5s20210901T000000!7i16384!8i8192?entry=ttu; Upgrade to cycle track (bollards), aug",,,,,,"0.1309751123563201","1",range,,2002/05/01 00:00:00,2005-12-31,,,"2",range,,2017/03/01 00:00:00,2017-06-30,,,,,,,,,,,,,"MULTILINESTRING ((-79.36045 43.6759, -79.35942 43.6761, -79.35887 43.6762))"
"515",Gerrard St E,Jarvis St,Sherbourne St,"2001","2007","6",Cycle Track,PL,Minor Arterial,Arterial,pre Sep 2007,"Sep 2007 SV: https://www.google.com/maps/@43.6605612,-79.3753637,3a,57.1y,88.9h,83.62t/data=!3m7!1e1!3m5!1s_XizY4vYhPDVdjX5fyMn1A!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu","2017",Oct 2016 - Mar 2017,PBL,"Aug 2017 SV: https://www.google.com/maps/@43.6605721,-79.375346,3a,75y,67.85h,74.05t/data=!3m7!1e1!3m5!1sAB5ewdj1DTUfT9si6Lu8yA!2e0!5s20170801T000000!7i13312!8i6656?entry=ttu",,,,,,"0.3074531134179002","21",pre_month,,,,2007-09,,"3",range,,2016/10/01 00:00:00,2017-03-31,,,,,,,,,,,"2",,"MULTILINESTRING ((-79.3759 43.66044, -79.37485 43.66065, -79.37473 43.66068, -79.37443 43.66075, -79.37357 43.66094, -79.37224 43.66123))"
"516",Prince Edward Viaduct,Bloor St E,Cambridge Ave,"2001","2009","8",Cycle Track,BUF,Major Arterial,Arterial,,"Buffered lane installed 2010-2011: https://www.google.com/maps/@43.6755988,-79.3622733,3a,37.7y,267.03h,77.26t/data=!3m7!1e1!3m5!1sSyB8RbgmJvcKcExOClO-cQ!2e0!5s20111001T000000!7i13312!8i6656?entry=ttu","2011",,BUF,"Vertical barriers installed 2017 (estimate): https://www.google.com/maps/@43.6755924,-79.3622989,3a,75y,259.22h,86.74t/data=!3m7!1e1!3m5!1sdKDoqgI7wOaMBoH0DW-K9A!2e0!5s20170801T000000!7i13312!8i6656?entry=ttu","2017",,,,,"0.5241113073930478",,,,,,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.36674 43.67467, -79.36631 43.67477, -79.36474 43.67507, -79.36446 43.67512, -79.36432 43.67515, -79.36425 43.67516, -79.36339 43.67532, -79.36271 43.67546, -79.36207 43.6756, -79.36182 43.67564, -79.36172 43.67565, -79.36163 43.67567, -79.36149 43.67569, -79.36147 43.67569, -79.36045 43.6759))"
"517",Jones Ave,Danforth Ave,Gerrard St E,"2001","2016","15",Bike Lane,PL,Minor Arterial,Arterial,,"Seen as early as 2016: https://www.google.com/maps/@43.6778048,-79.3392429,3a,55.9y,162.95h,84.97t/data=!3m7!1e1!3m5!1shfYBxmTmzZy3mXSrDiAZmQ!2e0!5s20160701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"1.236923128581092",,,,,,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.33561 43.66925, -79.33576 43.6696, -79.33596 43.67007, -79.33641 43.6711, -79.33654 43.67141, -79.33661 43.67156, -79.33678 43.67199, -79.33708 43.67269, -79.33719 43.67291, -79.3378 43.67434, -79.33815 43.67514, -79.33882 43.67674, -79.33887 43.67688, -79.33949 43.67832, -79.33967 43.67874, -79.33982 43.67907, -79.33986 43.67918, -79.33996 43.67946, -79.33997 43.67948, -79.34011 43.67989))"
"524",Sheppard Ave E,Meadowvale Rd Trl,Meadowvale Rd,"2002","2009","7",Bike Lane,PL,Major Arterial,Arterial,Pre-2009,"PL inst, pre 2009, no upgr sv: https://www.google.com/maps/@43.8083877,-79.1705531,3a,15y,251.53h,87.45t/data=!3m7!1e1!3m5!1saNv90omvHLkag3mazkBtog!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.01533077903377517","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.17099 43.80834, -79.17081 43.80838))"
"527",Brown's Line,C N R,Lake Shore Blvd W,"2003","2009","6",Bike Lane,PL,Major Arterial Ramp,Arterial,pre-2007,"Aug 2011 SV: https://www.google.com/maps/@43.5933739,-79.539053,3a,75y,285.74h,69.88t/data=!3m7!1e1!3m5!1ssjP5z3_h_9XN0FbU8SzrQA!2e0!5s20110801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.2947858756133495","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.54163 43.59385, -79.54141 43.59354, -79.54133 43.59339, -79.54127 43.59331, -79.54123 43.59327, -79.54116 43.59322, -79.54109 43.59318, -79.54103 43.59316, -79.54097 43.59315, -79.54095 43.59314, -79.54093 43.59313, -79.54088 43.59312, -79.54086 43.59311, -79.54077 43.59311, -79.54069 43.59311, -79.54059 43.59312, -79.5405 43.59314, -79.5404 43.59316, -79.54032 43.59318, -79.53976 43.59331, -79.53968 43.59334, -79.53959 43.59336, -79.53957 43.59337, -79.53946 43.59338, -79.53937 43.59339, -79.53922 43.59338, -79.53904 43.59337, -79.53894 43.59335, -79.53886 43.59332, -79.53876 43.5933, -79.53862 43.59329))"
"528",Brown's Line,C N R,Lake Shore Blvd W,"2003","2009","6",Bike Lane,PL,Major Arterial Ramp,Arterial,pre-2007,"Sep 2007 SV: https://www.google.com/maps/@43.592377,-79.5430101,3a,75y,42.08h,82.13t/data=!3m7!1e1!3m5!1s0jVhZDUxsV7cOnILrHJBtQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.2359870616907888","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.54283 43.5923, -79.54285 43.5924, -79.54284 43.59244, -79.54283 43.59248, -79.54281 43.59252, -79.54277 43.59255, -79.54271 43.59259, -79.54264 43.59262, -79.54253 43.59266, -79.54244 43.59269, -79.54222 43.59275, -79.54205 43.59278, -79.54193 43.5928, -79.54184 43.59284, -79.54172 43.5929, -79.54166 43.59294, -79.54163 43.59297, -79.54159 43.59301, -79.54155 43.59306, -79.54153 43.59311, -79.54152 43.59316, -79.54151 43.59323, -79.54151 43.59328, -79.54157 43.59352, -79.54163 43.59385))"
"531",Brown's Line,38.7 M N C N R,C N R,"2003","2009","6",Bike Lane,PL,Major Arterial,Arterial,pre-2007,,,,,,,,,,,"0.03873190705736613","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.54163 43.59385, -79.54178 43.59418))"
"532",Sheppard Ave E,Meadownvale Rd,142.9 M W Twyn Rivers Dr,"2004","2009","5",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"PL inst, pre 2009, no upgr sv: https://www.google.com/maps/@43.8083877,-79.1705531,3a,15y,251.53h,87.45t/data=!3m7!1e1!3m5!1saNv90omvHLkag3mazkBtog!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.2839019173522636","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.17081 43.80838, -79.16833 43.80893, -79.16743 43.80913))"
"537",Steeles Ave E,Mccowan Rd,143.5 M W Milliken Park Trl,"2004","2009","5",Bike Lane,PL,Major Arterial,Arterial,pre 2009,"PL installed pre 2009, see signs duiring this time, no upgrades since: https://www.google.com/maps/@43.8312686,-79.2745165,3a,75y,246.09h,60.98t/data=!3m7!1e1!3m5!1s-xI-YMzaW_nBCP1esXiiDg!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.1987514445880798","5",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.27283 43.83159, -79.27341 43.83145, -79.27388 43.83135, -79.2741 43.8313, -79.2752 43.83105))"
"568",Renforth Dr,Elmcrest Creek Trl,Bridgetown Dr,"2006","2009","3",Bike Lane,PL,Collector,Collector,Pre-2009,"PL pre 2009: https://www.google.com/maps/@43.6361135,-79.5679122,3a,75y,147.58h,74.92t/data=!3m7!1e1!3m5!1sDMPxbX6w1loxLS7WkNw8zg!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.008596303398133455","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.56804 43.63611, -79.56794 43.63609))"
"614",Mill St,Parliament St,Cherry St,"2005","2022","17",Bi-Directional Cycle Track,PBL,Local,Local,Sept 2021- March 2022,"PBL installed, seen through sat imagery.",,,,,,,,,,"0.4023291696702982","1",range,,2021/09/01 00:00:00,2022-03-31,,,,,,,,,,,,,,,,,"2",,,"MULTILINESTRING ((-79.36214 43.6502, -79.35975 43.65076, -79.35739 43.65133))"
"625",The Esplanade,Lower Sherbourne St,Berkeley St,"2005","2021","16",Bi-Directional Cycle Track,PBL,Collector,Collector,"44470",https://www.toronto.ca/news/construction-of-new-bikeway-to-improve-road-safety-in-historic-canary-distillery-and-st-lawrence-market-areas-begins-october-17/,,,,,,,,,,"0.3298284678362629","1",,,,,,Likely not a date,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.3673 43.64905, -79.36611 43.64933, -79.36478 43.64962, -79.36403 43.64979, -79.36394 43.64981, -79.36388 43.64984, -79.36384 43.64986, -79.36377 43.64991, -79.36354 43.65011))"
"631",Royal York Rd,Ashley Park Rd,Ashley Rd,"2008","2015","7",Bike Lane,PL,Minor Arterial,Arterial,Jul - Sep 2015,"Sv sep 2015: https://www.google.ca/maps/@43.662579,-79.5180693,3a,75y,344.47h,75.72t/data=!3m7!1e1!3m5!1sSir5lcFbuKwA1w-EjXgAwA!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.02688481555108247","2",quarter,,2015/07/01 00:00:00,2015-09-30,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.5184 43.66315, -79.51851 43.66338))"
"632",Royal York Rd,Lambeth Rd,Royal York Crt,"2008","2015","7",Bike Lane,PL,Minor Arterial,Arterial,May-Sept 2015,"Streetview with evidence of new construction: https://www.google.com/maps/@43.660333,-79.517202,3a,33.2y,364.2h,81.58t/data=!3m7!1e1!3m5!1sjpj-FJLTthACRp_wx7VWxg!2e0!5s20120501T000000!7i13312!8i6656?entry=ttu",,,,"No a major upgrade, addition of diamond marking for ""reserved lane"", street view May 2015 before upgrade: https://www.google.com/maps/@43.6603276,-79.5171981,3a,75y,344.8h,82.9t/data=!3m7!1e1!3m5!1samUf_f6zABBDg-VWjJeptQ!2e0!5s20150501T000000!7i13312!8i6",,,,,,"0.06432998781379003","1",range,,2015/05/01 00:00:00,2015-09-30,,,,,,,,,,,,,,,,,"1",,,"MULTILINESTRING ((-79.51712 43.66031, -79.51714 43.66036, -79.51734 43.66086))"
"634",Lower Simcoe St,Front St W,Queens Quay W,"2008","2010","2",Cycle Track,PL,Collector,Collector,,"PL installed around 2010: https://www.google.com/maps/@43.6416903,-79.3836537,3a,75y,352.89h,71.97t/data=!3m7!1e1!3m5!1sCb62tRCCAL7hBany3eRARA!2e0!5s20111001T000000!7i13312!8i6656?entry=ttu","2016",June-Nov 2016,PBL,"Upgrade to PBL, Jun - Nov 2016: https://www.google.com/maps/@43.6416641,-79.3837323,3a,75y,352.89h,71.97t/data=!3m7!1e1!3m5!1sQvQZDKtipygoXUBnWVrAYg!2e0!5s20161101T000000!7i13312!8i6656?entry=ttu",,,,,,"0.6150335571828142",,,,,,,,"1",range,,2016/06/01 00:00:00,2016-11-30,,,,,,,,,,,,,"MULTILINESTRING ((-79.38502 43.64478, -79.38481 43.64428, -79.38462 43.64382, -79.38446 43.64344, -79.38401 43.64239, -79.38368 43.64159, -79.38364 43.6415, -79.38335 43.64067, -79.38332 43.6406, -79.38328 43.6405, -79.38321 43.64038, -79.38319 43.64034, -79.38314 43.64027, -79.38272 43.63951))"
"638",Brimorton Dr,Hiscock Blvd,Scarborough Golf Club Rd,"2007","2009","2",Bike Lane,PL,Collector,Collector,April-Sept 2009,"(K) PL installed btweeen April - Sept 2009, April 2009 seen on street view, Sept 2009 seen on google earth (https://www.google.com/maps/@43.7698083,-79.2189519,3a,75y,268.09h,83.91t/data=!3m7!1e1!3m5!1s0i9kHMO9KLjOYfU37qYfxw!2e0!5s20090401T000000!7i13312",,,,,,,,,,"0.08983679692592703","3",range,,2009/04/01 00:00:00,2009-09-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.21975 43.76988, -79.21965 43.76984, -79.21953 43.7698, -79.21941 43.76977, -79.21931 43.76975, -79.21919 43.76974, -79.21904 43.76976, -79.21888 43.76978, -79.21868 43.76981))"
"643",The Queensway,Windermere Ave,Claude Ave,"2007","2009","2",Bike Lane,PL,Major Arterial,Arterial,Pre-2009,"Jul 2009 SV: https://www.google.com/maps/@43.637139,-79.4697072,3a,75y,83.93h,64.65t/data=!3m7!1e1!3m5!1sETESijU8pF6SxK2e4557oA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"1.462935841260077","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.46991 43.63721, -79.46985 43.63722, -79.46977 43.63723, -79.46968 43.63724, -79.46959 43.63725, -79.46951 43.63726, -79.46942 43.63727, -79.4693 43.63728, -79.46917 43.6373, -79.46905 43.63731, -79.46898 43.63732, -79.46892 43.63733, -79.4688 43.63735, -79.46868 43.63737, -79.46856 43.63739, -79.46843 43.6374, -79.4684 43.63741, -79.46831 43.63743, -79.46819 43.63745, -79.46806 43.63747, -79.46794 43.63749, -79.46782 43.63751, -79.4677 43.63753, -79.46758 43.63755, -79.46746 43.63758, -79.46728 43.63761, -79.46717 43.63762, -79.46707 43.63764, -79.46696 43.63767, -79.46686 43.63768, -79.46676 43.63771, -79.46666 43.63773, -79.46656 43.63775, -79.46645 43.63777, -79.46636 43.6378, -79.46626 43.63782, -79.46616 43.63784, -79.46606 43.63787, -79.46596 43.63789, -79.46586 43.63792, -79.46576 43.63794, -79.46566 43.63797, -79.46556 43.638, -79.46547 43.63803, -79.46537 43.63806, -79.46527 43.63808, -79.46517 43.63811, -79.46507 43.63815, -79.46497 43.63819, -79.46486 43.63822, -79.46476 43.63826, -79.46465 43.63829, -79.46454 43.63833, -79.46443 43.63837, -79.46433 43.6384, -79.46422 43.63843, -79.46411 43.63847, -79.464 43.63851, -79.46389 43.63854, -79.46378 43.63857, -79.46367 43.6386, -79.46356 43.63863, -79.46345 43.63866, -79.46334 43.63869, -79.46323 43.63872, -79.46312 43.63875, -79.46301 43.63878, -79.4629 43.63881, -79.46278 43.63883, -79.46267 43.63887, -79.46256 43.63889, -79.46248 43.63892, -79.4624 43.63894, -79.46232 43.63897, -79.46224 43.63899, -79.46216 43.63902, -79.46208 43.63904, -79.462 43.63906, -79.46192 43.63909, -79.46183 43.6391, -79.46175 43.63913, -79.46167 43.63915, -79.46159 43.63917, -79.46151 43.63919, -79.46142 43.63921, -79.46134 43.63923, -79.46126 43.63924, -79.46117 43.63927, -79.46109 43.63928, -79.46101 43.6393, -79.46092 43.63931, -79.46084 43.63933, -79.46075 43.63934, -79.46067 43.63936, -79.46058 43.63937, -79.4605 43.63938, -79.46041 43.6394, -79.46033 43.63941, -79.46024 43.63942, -79.46016 43.63943, -79.46008 43.63944, -79.45997 43.63945, -79.45987 43.63947, -79.45976 43.63949, -79.45965 43.6395, -79.45955 43.63952, -79.45939 43.63954, -79.45934 43.63954, -79.45923 43.63956, -79.45912 43.63957, -79.45901 43.63958, -79.45891 43.63959, -79.4588 43.6396, -79.45869 43.63961, -79.45859 43.63962, -79.45848 43.63963, -79.45837 43.63963, -79.45826 43.63964, -79.45816 43.63965, -79.45805 43.63966, -79.45794 43.63966, -79.45783 43.63967, -79.45773 43.63967, -79.45762 43.63967, -79.45741 43.63967, -79.4572 43.63967, -79.457 43.63968, -79.45679 43.63968, -79.45658 43.63968, -79.45637 43.63969, -79.45616 43.63969, -79.45596 43.6397, -79.45575 43.6397, -79.45565 43.6397, -79.45555 43.63969, -79.45545 43.63969, -79.45535 43.63969, -79.45525 43.63968, -79.45515 43.63968, -79.45505 43.63968, -79.45495 43.63968, -79.45485 43.63968, -79.45475 43.63968, -79.45465 43.63968, -79.45455 43.63968, -79.45445 43.63969, -79.45435 43.63969, -79.45425 43.6397, -79.45415 43.6397, -79.45406 43.6397, -79.45375 43.63973, -79.45333 43.63971, -79.45308 43.63971, -79.45283 43.63971, -79.45259 43.6397, -79.45229 43.63965))"
"742",Bay St,Yorkville Ave,Cumberland St,"2010","2007","-3",Bike Lane,PL,Major Arterial,Arterial,pre Sep 2007,"Sep 2007 SV see Pavement markings with lane: https://www.google.com/maps/@43.6706866,-79.3898486,3a,75y,52.8h,72.12t/data=!3m7!1e1!3m5!1sjIphECQduyfIktVHTaCscA!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.09284457260604681","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.38984 43.67056, -79.3902 43.67136))"
"743",York Mills Rd,Scarsdale Rd,Lesmill Rd,"2010","2015","5",Bike Lane - Buffered,BUF,Major Arterial,Arterial,Jul-Dec 2015,,,,,,,,,,,"0.4584281601120984","1",range,,2015/07/01 00:00:00,2015-12-31,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.35749 43.75349, -79.35556 43.75392, -79.35522 43.75399, -79.3541 43.75424, -79.35265 43.75456, -79.35204 43.7547))"
"755",Sumach St,King St E,Richmond St E,"2005","2014","9",Bike Lane,PL,Collector,Collector,Apr - Sep 2014,"Sep 2014 SV: https://www.google.com/maps/@43.6555497,-79.3584393,3a,27y,163.14h,83.37t/data=!3m7!1e1!3m5!1sdezIIwEZ5bnObDH1F1JMrA!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.06429770924747766","1",range,,2014/04/01 00:00:00,2014-09-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.3584 43.65501, -79.35839 43.65517, -79.35838 43.65528, -79.35838 43.65539, -79.3584 43.6555, -79.35842 43.65558))"
"762",Dundas St W,College St,Lansdowne Ave,"2014","2011","-3",Bike Lane,None,Minor Arterial,Arterial,Aug - Oct 2011,,"2020",1-Dec-20,PL,"(PL); the upgrade incl. the addition of green paint and improved traffic merge lane for cyclists ( bet. OCT 2020 - JUN 2021) - https://www.google.com/maps/@43.6501934,-79.4406941,3a,75y,100.57h,75.71t/data=!3m7!1e1!3m5!1sbHY8PW0twwFbZVST7rYTqQ!2e0!5s2021",,,,,,"0.1044726855141453","1",range,,2011/08/01 00:00:00,2011-10-31,,,"2",day,2020/12/01 00:00:00,,,,,,,,,,,,"1","2",,"MULTILINESTRING ((-79.43973 43.65017, -79.44102 43.65028))"
"827",Davenport Rd,Spadina Rd,Madison Ave,"2001","2007","6",Bike Lane,PL,Minor Arterial,Arterial,Pre-2007,"K- pre 2007 PL: https://www.google.com/maps/@43.6776601,-79.4073612,3a,75.8y,66.37h,73.31t/data=!3m7!1e1!3m5!1s2DloctBWI6fAq9lEX4lESw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu . No changes in type since.","2017",,PL,No change in type,,,,,,"0.09913622552839875","91",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.40698 43.67773, -79.40813 43.67742))"
"833",St Clair Ave E,Avoca Ave,Inglewood Dr,"2005","2017","12",Bike Lane,PL,Major Arterial,Arterial,,"PL added signage 2017: https://www.google.com/maps/@43.6889862,-79.3897517,3a,75y,67.12h,86.38t/data=!3m7!1e1!3m5!1sKLMwxQ4cZPP--kv9bs2Fqw!2e0!5s20181001T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,"0.2123957303945607",,,,,,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.38989 43.68899, -79.38969 43.68903, -79.38785 43.68943, -79.38735 43.68953))"
"834",Finch Ave E,Neilson Rd,170.5 M E Blackbird Gt,"2008","2009","1",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"May 2009 SV: https://www.google.com/maps/@43.8164165,-79.2274974,3a,75y,98.01h,87.74t/data=!3m7!1e1!3m5!1s07t8XUYwpam4P3PVTcH62A!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.4445555024215396","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.2276 43.81627, -79.22638 43.81654, -79.22598 43.81663, -79.22431 43.81693, -79.22404 43.8169, -79.22223 43.81719))"
"835",Finch Ave E,170.5 M E Blackbird Gt,Morningside Ave,"2008","2009","1",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,"May 2009 SV: https://www.google.com/maps/@43.8172165,-79.2220725,3a,24.7y,62.18h,82.56t/data=!3m7!1e1!3m5!1sOBtvffSOXNY_kPsonbv8lQ!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.3236432332370684","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.22223 43.81719, -79.22138 43.81764, -79.22125 43.81772, -79.2212 43.81779, -79.22117 43.81787, -79.22112 43.81799, -79.22104 43.81817, -79.22093 43.81848, -79.2209 43.81874, -79.22091 43.81896, -79.22107 43.8197))"
"850",Mill St,Cherry St,Bayview Ave,"2005","2015","10",Bi-Directional Cycle Track,PL,Local,Local,OCT2014 - MAY2015 (Winter/Spring 2015),"May 2016 SV: https://www.google.com/maps/@43.6527867,-79.3531626,3a,75y,232.2h,57.07t/data=!3m7!1e1!3m5!1sIu04rZwBPz5APQghES3tOw!2e0!5s20160501T000000!7i13312!8i6656?entry=ttu","2021",Sep-March 2021-22,PBL,Not current street view imagery available,,,,,,"0.3926951602817445","1",range,,2014/10/01 00:00:00,2015-05-31,,,"1",range,,2021/09/01 00:00:00,2022-03-31,,,,,,,,,,"2","2",,"MULTILINESTRING ((-79.35306 43.65285, -79.35355 43.65257, -79.35436 43.6522, -79.35478 43.65194, -79.35529 43.65182, -79.35626 43.65159, -79.35739 43.65133))"
"857",Lower River St,King St E,Bayview Ave,"2016","2015","-1",Bike Lane,PL,Major Arterial,Arterial,Summer 2015 (Jun5-Jul10),"Entire street segment had PL installed in 2015; via https://www.google.ca/maps/@43.6563704,-79.3556258,3a,75y,326.88h,91.53t/data=!3m7!1e1!3m5!1sJF3wDund1CjKFRnbeqx7kg!2e0!5s20150501T000000!7i13312!8i6656?entry=ttu","2019",Jun22-Aug10 2019 / May-Jun15 2021,PBL,Varied upgrades on street segment: PBL upgrade on Lower River St. from King St. E to Trolley Crescent  & PL upgrade from Trolley Cr. to Lawren Harris Square in Summer 2019|PBL upgrade on Lawren Harris Square @ Bayiew Ave. was part of the ActiveTO Bayview,,,,,,"0.2241075476530245","1",range,,2015/06/05 00:00:00,2015-07-10,,,"1",range,,2019/06/22 00:00:00,2019-08-10,,Record has 2020 install year so used Jun22-Aug10 2019,,,,,,,,"1","1",,"MULTILINESTRING ((-79.3545 43.65525, -79.35482 43.65557, -79.35497 43.65572, -79.35512 43.65588, -79.3558 43.65653, -79.35616 43.65687))"
"867",Logan Ave,McConnell Ave,Bain Ave,"2005","2009","4",Bike Lane,PL,Collector,Collector,Pre-2009,"PL installed, pre-2009, no road markers but there are signs denoting the route. https://www.google.com/maps/@43.6745707,-79.3482591,3a,15y,342.98h,89.35t/data=!3m7!1e1!3m5!1sbvZBG4DsFMckphPRFKW3_g!2e0!5s20090401T000000!7i13312!8i6656?entry=ttu","2017","42979",PL,,,,,,,"0.4848869004736932","209",pre_year,,,,"2009",,"1",,,,,,Likely not a date,,,,,,,,,,,"MULTILINESTRING ((-79.3472 43.67196, -79.3475 43.67267, -79.34773 43.67321, -79.34807 43.67403, -79.34894 43.67613))"
"887",Lansdowne Ave,Ln 2 S Dundas E Lansdowne,Rideau Ave,"2016","2015","-1",Cycle Track,BUF,Minor Arterial,Arterial,Apr-15,,"2021",30-Oct-21,PBL,,,,,,,"0.2862167529402245","1",month,,2015/04/01 00:00:00,2015-04-30,,,"2",day,2021/10/30 00:00:00,,,,,,,,,,,,"2","1",,"MULTILINESTRING ((-79.43915 43.64697, -79.4391 43.64766, -79.4391 43.64771, -79.43911 43.64785, -79.43914 43.64797, -79.43919 43.64811, -79.43929 43.64837, -79.43935 43.64855, -79.43939 43.64866, -79.43943 43.64882, -79.4395 43.64917, -79.43955 43.64951))"
"895",College St,Dundas St W,Lansdowne Ave,"2006","2009","3",Bike Lane,PL,Minor Arterial,Arterial,Pre-2009,No further upgrades in type of infrastructure,,,,,,,,,,"0.1155369892392031","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.44 43.65101, -79.44034 43.65077, -79.44102 43.65028))"
"896",Dundas St W,Sorauren Ave,College St,"2006","2007","1",Bike Lane,PL,Minor Arterial,Arterial,2006 (pre 2007),"Sep 2007 SV: https://www.google.com/maps/@43.6503298,-79.4412798,3a,75y,53.34h,75.37t/data=!3m7!1e1!3m5!1s7f6pNpZ_8EEetb3Ssz5aDA!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu (k - no upgrades since)",,,,,,,,,,"0.3615088776642111","1",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.44102 43.65028, -79.44145 43.65032, -79.44193 43.65043, -79.44226 43.6505, -79.44302 43.65069, -79.44346 43.65078, -79.44463 43.65105, -79.44532 43.6512))"
"899",Shaughnessy Blvd,Glentworth Rd,Sheppard Ave E,"2006","2012","6",Bike Lane,PL,Collector,Collector,,"PL installed, 2012 https://www.toronto.ca/legdocs/mmis/2012/ny/bgrd/backgroundfile-44849.pdf https://www.google.com/maps/@43.7745681,-79.3537591,3a,78.1y,172.65h,65.1t/data=!3m7!1e1!3m5!1sZj9RylBIbsL37cOezPf7BQ!2e0!5s20140501T000000!7i13312!8i6656?entry=",,,,,,,,,,"0.1546360079997264",,,,,,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.35332 43.77373, -79.35358 43.77436, -79.35388 43.77506))"
